agent_exit_code,ast_parse_calls,commit,duration_ms,git_show_calls,history_path,impacted_external,impacted_internal,impacted_internal_ratio,impacted_test,impacted_total,num_changed_targets,num_files_changed,num_targets,ok,patch_added_lines,patch_path,patch_removed_lines,patch_total_lines,runner_ms,subprocess_calls,verifier_checked,verifier_ok
0,0,18762e38,2147,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\18762e38_20260126_205357\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\18762e38_20260126_205357\docstring_patch_18762e38.diff,0,0,2270,2,0,True
0,0,b1db1395,2079,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\b1db1395_20260126_205359\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\b1db1395_20260126_205359\docstring_patch_b1db1395.diff,0,0,2210,2,0,True
0,0,f2687dc1,2132,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\f2687dc1_20260126_205401\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\f2687dc1_20260126_205401\docstring_patch_f2687dc1.diff,0,0,2255,2,0,True
0,0,862c3f4f,2064,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\862c3f4f_20260126_205404\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\862c3f4f_20260126_205404\docstring_patch_862c3f4f.diff,0,0,2171,2,0,True
0,0,052d6e86,2011,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\052d6e86_20260126_205406\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\052d6e86_20260126_205406\docstring_patch_052d6e86.diff,0,0,2106,2,0,True
0,0,31c7ffcd,2009,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\31c7ffcd_20260126_205408\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\31c7ffcd_20260126_205408\docstring_patch_31c7ffcd.diff,0,0,2106,2,0,True
0,0,6854be9e,2068,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\6854be9e_20260126_205410\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\6854be9e_20260126_205410\docstring_patch_6854be9e.diff,0,0,2164,2,0,True
0,0,258deb92,1939,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\258deb92_20260126_205412\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\258deb92_20260126_205412\docstring_patch_258deb92.diff,0,0,2040,2,0,True
0,0,53d2453d,2143,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\53d2453d_20260126_205414\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\53d2453d_20260126_205414\docstring_patch_53d2453d.diff,0,0,2269,2,0,True
0,1,d9b7b65b,2505,1,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\d9b7b65b_20260126_205417\history.json,4,29,0.4142857142857143,37,70,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\d9b7b65b_20260126_205417\docstring_patch_d9b7b65b.diff,0,0,2639,3,0,True
